node1,banana,boat,bottle,bowl,car,cat,cherry,chicken,chisel,corn,cow,cup,dog,duck,eagle,elephant,hammer,helicopter,kettle,knife,lettuce,lion,motorcycle,mushroom,onion,owl,peacock,pear,pen,pencil,penguin,pig,pineapple,potato,rocket,scissors,screwdriver,ship,snail,spoon,swan,telephone,truck,turtle
eagle,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.777893186295717e-08,1.1258999068426243e-05,1.1258999068426243e-05,3.6893488147419115e-07,1.0,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.6893488147419115e-07,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
elephant,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,3.6893488147419115e-07,3.6893488147419115e-07,3.6893488147419115e-07,1.1529215046068473e-06,3.6893488147419115e-07,3.777893186295717e-08,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.0,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1805916207174117e-07,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.6893488147419115e-07,3.6893488147419115e-07,3.6893488147419115e-07,3.602879701896398e-06,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.6893488147419115e-07
hammer,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1805916207174117e-07,3.518437208883201e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,1.0,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,3.6893488147419115e-07,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,1.1529215046068473e-06,3.518437208883201e-05,1.1258999068426243e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
helicopter,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.777893186295717e-08,1.1258999068426243e-05,1.1258999068426243e-05,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.0,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.6893488147419115e-07,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
kettle,1.1258999068426243e-05,1.1258999068426243e-05,3.518437208883201e-05,3.518437208883201e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1805916207174117e-07,3.518437208883201e-05,3.518437208883201e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.0,3.602879701896398e-06,1.1258999068426243e-05,1.1529215046068473e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1529215046068473e-06,3.518437208883201e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1258999068426243e-05,3.602879701896398e-06
knife,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.777893186295717e-08,1.1258999068426243e-05,1.1258999068426243e-05,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,1.0,3.602879701896398e-06,3.6893488147419115e-07,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
lettuce,1.1258999068426243e-05,1.1258999068426243e-05,3.518437208883201e-05,3.518437208883201e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1805916207174117e-07,3.518437208883201e-05,3.518437208883201e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.0,1.1529215046068473e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1529215046068473e-06,3.518437208883201e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1258999068426243e-05,3.602879701896398e-06
lion,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,3.6893488147419115e-07,1.1805916207174117e-07,1.1805916207174117e-07,1.1805916207174117e-07,3.6893488147419115e-07,1.1805916207174117e-07,1.2089258196146296e-08,3.602879701896398e-06,1.1529215046068473e-06,1.1805916207174117e-07,3.6893488147419115e-07,1.1805916207174117e-07,3.6893488147419115e-07,3.6893488147419115e-07,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.0,3.6893488147419115e-07,1.1529215046068473e-06,3.6893488147419115e-07,3.6893488147419115e-07,1.1805916207174117e-07,1.1805916207174117e-07,1.1805916207174117e-07,1.1529215046068473e-06,1.1805916207174117e-07,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1805916207174117e-07,3.6893488147419115e-07,1.1529215046068473e-06,3.6893488147419115e-07,3.6893488147419115e-07,3.6893488147419115e-07,3.6893488147419115e-07,1.1529215046068473e-06,3.6893488147419115e-07,1.1805916207174117e-07
motorcycle,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1805916207174117e-07,3.518437208883201e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.0,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,1.1529215046068473e-06,3.518437208883201e-05,1.1258999068426243e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
mushroom,1.1258999068426243e-05,1.1258999068426243e-05,3.518437208883201e-05,3.518437208883201e-05,1.1258999068426243e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1805916207174117e-07,3.518437208883201e-05,3.518437208883201e-05,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1258999068426243e-05,1.1529215046068473e-06,1.1258999068426243e-05,1.0,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1529215046068473e-06,3.518437208883201e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,3.518437208883201e-05,1.1258999068426243e-05,3.602879701896398e-06
onion,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.777893186295717e-08,1.1258999068426243e-05,1.1258999068426243e-05,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.6893488147419115e-07,3.602879701896398e-06,3.602879701896398e-06,1.0,1.1529215046068473e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
owl,3.602879701896398e-06,3.602879701896398e-06,1.1258999068426243e-05,1.1258999068426243e-05,3.602879701896398e-06,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.777893186295717e-08,1.1258999068426243e-05,1.1258999068426243e-05,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,1.1529215046068473e-06,3.602879701896398e-06,3.6893488147419115e-07,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.0,3.6893488147419115e-07,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.6893488147419115e-07,1.1258999068426243e-05,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,3.602879701896398e-06,3.602879701896398e-06,3.602879701896398e-06,1.1529215046068473e-06,1.1529215046068473e-06,1.1258999068426243e-05,3.602879701896398e-06,1.1529215046068473e-06
